Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57643-111492,PF,Amir,Amir Coffey,Coffey,5.0756099049637955,41,3500,LAC@HOU,LAC,HOU,,,,,,PF
57643-145303,SG,Skylar,Skylar Mays,Mays,6.655555442527488,27,3500,MIA@ATL,ATL,MIA,,,,,,SG
57643-145306,SF,CJ,CJ Elleby,Elleby,5.114285786946614,21,3500,MEM@POR,POR,MEM,,,,,,SF
57643-145305,PF,Zeke,Zeke Nnaji,Nnaji,6.088888804117839,36,3500,DEN@GS,DEN,GS,,,,,,PF
57643-145311,SG,Grant,Grant Riller,Riller,2,3,3500,CLE@CHA,CHA,CLE,,,,,,SG
57643-145821,SF,Josh,Josh Hall,Hall,5.828571319580078,14,3500,WAS@OKC,OKC,WAS,O,Knee,,,,SF
57643-145318,C,Nick,Nick Richards,Richards,1.6199999491373698,15,3500,CLE@CHA,CHA,CLE,,,,,,C
57643-145320,C,Daniel,Daniel Oturu,Oturu,3.3826088283372964,23,3500,LAC@HOU,LAC,HOU,,,,,,C
57643-80815,PF,Zach,Zach Collins,Collins,18.16363664106889,11,3500,MEM@POR,POR,MEM,O,Ankle,,,,PF
57643-148402,SF,Gabriel,Gabriel Deck,Deck,,,3500,WAS@OKC,OKC,WAS,,,,,,SF
57643-80819,PF,Harry,Harry Giles,Giles,9.736666870117187,30,3500,MEM@POR,POR,MEM,,,,,,PF
57643-80818,PF,T.J.,T.J. Leaf,Leaf,7.739285605294364,28,3500,MEM@POR,POR,MEM,,,,,,PF
57643-58295,PF,D.J.,D.J. Wilson,Wilson,9.863333129882813,30,3500,LAC@HOU,HOU,LAC,,,,,,PF
57643-145333,SG,Aaron,Aaron Nesmith,Nesmith,7.184374809265137,32,3500,BOS@BKN,BOS,BKN,,,,,,SG
57643-145340,PF,Reggie,Reggie Perry,Perry,9.438095092773438,21,3500,BOS@BKN,BKN,BOS,GTD,Covid-19,,,,PF
57643-145347,C,James,James Wiseman,Wiseman,21.51794903094952,39,3500,DEN@GS,GS,DEN,O,Knee,,,,C
57643-145345,PG,Nico,Nico Mannion,Mannion,10.469565350076426,23,3500,DEN@GS,GS,DEN,,,,,,PG
57643-15814,C,Alex,Alex Len,Len,15.43800048828125,50,3500,WAS@OKC,WAS,OKC,,,,,,C
57643-145349,PG,Cassius,Cassius Winston,Winston,4.1058825324563415,17,3500,WAS@OKC,WAS,OKC,,,,,,PG
57643-145358,PG,Markus,Markus Howard,Howard,2.081481509738498,27,3500,DEN@GS,DEN,GS,,,,,,PG
57643-145356,SF,Sean,Sean McDermott,McDermott,4.635294297162225,17,3500,MEM@POR,MEM,POR,,,,,,SF
57643-145357,PF,Lamar,Lamar Stevens,Stevens,9.851282364282852,39,3500,CLE@CHA,CLE,CHA,,,,,,PF
57643-17894,C,Mike,Mike Muscala,Muscala,16.440000697544644,35,3500,WAS@OKC,OKC,WAS,O,Ankle,,,,C
