Date,FD Points,Player Name,Salary,Position
2020-12-22,14.4,Damion Lee,3900,SG
2020-12-22,23.4,Kelly Oubre,6400,SF
2020-12-22,24.2,Nicolas Batum,3500,SF
2020-12-22,25.4,Anthony Davis,10600,PF
2020-12-22,31.5,LeBron James,11000,SF
2020-12-22,35.9,Kawhi Leonard,9500,SF
2020-12-22,43.5,Kevin Durant,8500,PF
2020-12-22,0.0,Jay Scrubb,3500,SG
2020-12-22,0.0,Chris Chiozza,3500,PG
2020-12-22,0.0,Klay Thompson,3500,SG
2020-12-22,0.0,Terance Mann,3500,SG
2020-12-22,0.0,Quinn Cook,3500,PG
2020-12-22,1.2,Reggie Jackson,4200,SG
2020-12-22,2.7,Bruce Brown,3700,SG
2020-12-22,3.9,Alex Caruso,3900,PG
2020-12-22,6.4,Timothe Luwawu,3600,SG
2020-12-22,24.2,Serge Ibaka,5500,PF
2020-12-22,6.9,Jordan Poole,3800,PG
2020-12-22,42.8,Stephen Curry,8700,PG
2020-12-22,4.2,Tyler Johnson,3500,PG
2020-12-22,42.7,Paul George,7600,SG
2020-12-22,39.4,Dennis Schroder,5000,SG
2020-12-22,19.7,Patrick Beverley,4200,PG
2020-12-22,18.0,Spencer Dinwiddie,5200,SG
2020-12-22,35.8,Kyrie Irving,9000,PG
2020-12-22,16.9,Louis Williams,5300,PG
2020-12-22,15.9,Andrew Wiggins,6600,SG
2020-12-22,9.2,Talen Horton-Tucker,3500,SG
2020-12-22,8.2,Landry Shamet,3900,SG
2020-12-22,7.7,Brad Wanamaker,3700,PG
2020-12-22,17.4,Luke Kennard,4000,SG
2020-12-22,45.3,Caris LeVert,5800,SF
2020-12-22,10.5,Jeff Green,3500,PF
2020-12-22,19.9,Kentavious Caldwell-Pope,3700,SG
2020-12-22,26.4,Jarrett Allen,4800,C
2020-12-22,0.0,Nico Mannion,3500,PG
2020-12-22,0.0,Daniel Oturu,3500,C
2020-12-22,1.7,Marc Gasol,3800,C
2020-12-22,4.4,Kevon Looney,4100,C
2020-12-22,21.7,DeAndre Jordan,4500,C
2020-12-22,24.7,Ivica Zubac,4700,C
2020-12-22,31.2,James Wiseman,4200,C
2020-12-22,35.5,Montrezl Harrell,5100,C
2020-12-22,0.0,Nicolas Claxton,3500,PF
2020-12-22,0.0,Alen Smailagic,3500,PF
2020-12-22,0.0,Devontae Cacok,3500,PF
2020-12-22,0.0,Marcus Morris,4200,PF
2020-12-22,0.0,Draymond Green,6100,PF
2020-12-22,0.0,Kostas Antetokounmpo,3500,PF
2020-12-22,20.1,Marquese Chriss,4400,PF
2020-12-22,22.4,Joe Harris,4300,SF
2020-12-22,0.0,Mfiondu Kabengele,3500,SF
2020-12-22,8.4,Kent Bazemore,3600,SF
2020-12-22,0.0,Alfonzo McKinnie,3500,SF
2020-12-22,0.0,Amir Coffey,3500,PF
2020-12-22,3.0,Wes Matthews,3600,SF
2020-12-22,5.9,Reggie Perry,3500,PF
2020-12-22,8.2,Taurean Prince,3900,SF
2020-12-22,11.3,Markieff Morris,3700,PF
2020-12-22,4.2,Rodions Kurucs,3500,PF
2020-12-22,10.2,Eric Paschall,4900,PF
2020-12-22,13.1,Patrick Patterson,3500,PF
2020-12-22,14.2,Kyle Kuzma,4200,PF
2020-12-22,17.8,Juan Toscano-Anderson,3500,SF
2020-12-22,0.0,Jared Dudley,3500,SF
2020-12-22,9.2,Mychal Mulder,3500,SF
2020-12-23,0.0,Jared Harper,3500,PG
2020-12-23,0.0,Kyle Guy,3500,SG
2020-12-23,0.0,Malik Monk,3900,SG
2020-12-23,0.0,Jalen Lecque,3500,PG
2020-12-23,0.0,Tyrell Terry,3500,PG
2020-12-23,0.0,Wayne Ellington,3500,SG
2020-12-23,0.0,Isaiah Joe,3500,PG
2020-12-23,0.0,Yuta Watanabe,3500,SG
2020-12-23,0.0,Tre Jones,3500,PG
2020-12-23,0.0,Saben Lee,3500,PG
2020-12-23,0.0,Karim Mane,3500,PG
2020-12-23,0.0,Cassius Stanley,3500,SG
2020-12-23,0.0,Wes Iwundu,3600,SG
2020-12-23,0.0,Aaron Nesmith,3500,SG
2020-12-23,0.0,Jaylen Adams,3600,PG
2020-12-23,0.0,Rodney McGruder,3500,SG
2020-12-23,0.0,Paul Watson,3500,SG
2020-12-23,0.0,Ty-Shon Alexander,3500,SG
2020-12-23,48.1,Jimmy Butler,8200,SF
2020-12-23,0.0,Dennis Smith Jr.,3800,PG
2020-12-23,0.0,Jordan Bone,3500,PG
2020-12-23,0.0,John Konchar,3500,SG
2020-12-23,0.0,Shaquille Harrison,4100,PG
2020-12-23,0.0,Sindarius Thornwell,3500,SG
2020-12-23,0.0,Jahmi'us Ramsey,3500,PG
2020-12-23,0.0,Kira Lewis Jr.,3500,PG
2020-12-23,2.4,Kendrick Nunn,4100,PG
2020-12-23,2.0,Josh Green,3500,SG
2020-12-23,2.0,DeAndre Bembry,3500,SG
2020-12-23,0.5,Keljin Blevins,3500,PG
2020-12-23,0.0,Sam Merrill,3500,PG
2020-12-23,0.0,Skylar Mays,3500,SG
2020-12-23,0.0,Theo Pinson,3500,SG
2020-12-23,0.0,Malachi Flynn,3500,PG
2020-12-23,0.0,Carsen Edwards,3500,PG
2020-12-23,0.0,Javonte Green,3500,SG
2020-12-23,0.0,Tomas Satoransky,3700,PG
2020-12-23,0.0,R.J. Hampton,3500,PG
2020-12-23,0.0,Markus Howard,3500,PG
2020-12-23,0.0,Justin James,3500,SG
2020-12-23,0.0,Jerome Robinson,3800,PG
2020-12-23,0.0,Dakota Mathias,3500,SG
2020-12-23,0.0,Torrey Craig,3700,SG
2020-12-23,0.0,Avery Bradley,3500,SG
2020-12-23,0.0,Edmond Sumner,3500,PG
2020-12-23,0.0,Tremont Waters,3500,PG
2020-12-23,0.0,Terrance Ferguson,3500,SG
2020-12-23,52.6,Giannis Antetokounmpo,11500,SF
2020-12-23,0.0,Brian Bowen II,3500,SG
2020-12-23,60.3,Brandon Ingram,7300,SF
2020-12-23,0.0,Anfernee Simons,3800,PG
2020-12-23,54.1,Domantas Sabonis,7800,PF
2020-12-23,54.0,Jaylen Brown,7500,SF
2020-12-23,53.6,Larry Nance,5100,SF
2020-12-23,17.5,Josh Hart,4000,SG
2020-12-23,48.4,Jayson Tatum,9800,PF
2020-12-23,3.0,Facundo Campazzo,3500,PG
2020-12-23,46.0,Michael Porter,5400,SF
2020-12-23,30.2,Josh Jackson,3500,SF
2020-12-23,43.3,Gordon Hayward,6500,SF
2020-12-23,42.1,RJ Barrett,5700,SF
2020-12-23,40.2,Bam Adebayo,8500,PF
2020-12-23,38.4,Aaron Gordon,6600,PF
2020-12-23,38.0,Evan Fournier,5600,SF
2020-12-23,36.3,Julius Randle,7600,PF
2020-12-23,35.5,Joe Ingles,4600,SF
2020-12-23,33.5,Keldon Johnson,3900,SF
2020-12-23,33.4,Will Barton,5200,SF
2020-12-23,32.4,Mikal Bridges,4300,SF
2020-12-23,32.2,Pascal Siakam,8000,PF
2020-12-23,0.0,Austin Rivers,3800,PG
2020-12-23,0.0,Trent Forrest,3500,SG
2020-12-23,0.0,Derrick White,6500,PG
2020-12-23,0.0,Matthew Dellavedova,3600,PG
2020-12-23,3.2,Nickeil Alexander-Walker,3500,SG
2020-12-23,0.0,Nate Hinton,3500,SG
2020-12-23,0.0,Deividas Sirvydis,3500,SG
2020-12-23,0.0,Jalen Harris,3500,PG
2020-12-23,0.0,Jeremy Lamb,4000,SG
2020-12-23,0.0,Cassius Winston,3500,PG
2020-12-23,0.0,Patrick McCaw,3500,SG
2020-12-23,0.0,Devon Dotson,3500,SG
2020-12-23,0.0,Rajon Rondo,4500,PG
2020-12-23,0.0,Kemba Walker,6000,PG
2020-12-23,0.0,Ashton Hagans,3500,SG
2020-12-23,0.0,Gabe Vincent,3500,PG
2020-12-23,0.0,Jordan McLaughlin,3700,PG
2020-12-23,0.0,Quinndary Weatherspoon,3500,SG
2020-12-23,0.0,Tony Snell,4400,SG
2020-12-23,0.0,Nate Darling,3500,SG
2020-12-23,0.0,Kris Dunn,4200,PG
2020-12-23,0.0,Dante Exum,3500,PG
2020-12-23,0.0,Jaylen Nowell,3500,PG
2020-12-23,0.0,Grant Riller,3500,SG
2020-12-23,0.0,Romeo Langford,3500,SG
2020-12-23,0.0,Garrison Mathews,3600,SG
2020-12-23,44.3,Harrison Barnes,4900,SF
2020-12-23,17.4,Jalen Brunson,3700,PG
2020-12-23,12.9,De'Anthony Melton,3900,PG
2020-12-23,32.1,Donovan Mitchell,8100,SG
2020-12-23,31.2,Lonnie Walker,4300,SG
2020-12-23,31.2,Kyle Lowry,8300,PG
2020-12-23,31.0,D'Angelo Russell,7500,SG
2020-12-23,30.5,Devin Booker,8400,SG
2020-12-23,22.2,Tyler Herro,5000,SG
2020-12-23,29.3,Damian Lillard,9200,PG
2020-12-23,29.0,Markelle Fultz,5700,PG
2020-12-23,29.0,Lonzo Ball,6600,PG
2020-12-23,31.4,Eric Bledsoe,5600,SG
2020-12-23,27.1,J.J. Redick,4500,SG
2020-12-23,26.6,Devonte' Graham,5700,SG
2020-12-23,25.1,Fred VanVleet,7100,SG
2020-12-23,24.1,Terrence Ross,4700,SG
2020-12-23,24.0,Seth Curry,4500,SG
2020-12-23,23.9,Gary Trent Jr.,4000,SG
2020-12-23,23.9,Zach LaVine,7900,SG
2020-12-23,23.4,Tyrese Haliburton,4300,SG
2020-12-23,23.4,Matt Thomas,3500,SG
2020-12-23,23.3,Chris Paul,7300,PG
2020-12-23,26.9,Jordan Clarkson,4400,SG
2020-12-23,32.8,Malik Beasley,4400,SG
2020-12-23,31.6,Cory Joseph,3700,PG
2020-12-23,30.5,Donte DiVincenzo,4500,SG
2020-12-23,54.6,Terry Rozier,4600,PG
2020-12-23,50.7,Trae Young,9700,PG
2020-12-23,46.4,Malcolm Brogdon,6600,PG
2020-12-23,42.7,Jrue Holiday,7000,PG
2020-12-23,43.9,Bradley Beal,8100,SG
2020-12-23,44.7,Dejounte Murray,6200,PG
2020-12-23,48.3,Ben Simmons,9200,PG
2020-12-23,48.1,Luka Doncic,11400,PG
2020-12-23,50.7,Russell Westbrook,9900,PG
2020-12-23,39.2,Darius Garland,4400,PG
2020-12-23,40.3,De'Aaron Fox,8500,PG
2020-12-23,33.2,Derrick Rose,5700,SG
2020-12-23,37.6,Jeff Teague,5800,PG
2020-12-23,37.3,Goran Dragic,6400,PG
2020-12-23,36.3,Alec Burks,4200,SG
2020-12-23,35.3,C.J. McCollum,7100,SG
2020-12-23,34.9,Collin Sexton,6000,SG
2020-12-23,34.8,Victor Oladipo,6400,SG
2020-12-23,33.8,Dillon Brooks,5100,SG
2020-12-23,33.7,Shake Milton,3800,PG
2020-12-23,22.9,Josh Richardson,5300,SG
2020-12-23,22.6,Mike Conley,6300,PG
2020-12-23,53.8,Khris Middleton,7400,SG
2020-12-23,31.3,Buddy Hield,5200,SG
2020-12-23,22.4,Kevin Huerter,3800,SG
2020-12-23,11.6,Aaron Holiday,3500,PG
2020-12-23,13.7,Langston Galloway,3600,SG
2020-12-23,10.4,Tyrese Maxey,3500,SG
2020-12-23,9.8,Desmond Bane,3500,SG
2020-12-23,9.6,Devin Vassell,3500,SG
2020-12-23,9.2,Brandon Goodwin,3500,PG
2020-12-23,8.7,LaMelo Ball,6100,PG
2020-12-23,8.7,Killian Hayes,5300,PG
2020-12-23,8.1,Dwayne Bacon,3500,SG
2020-12-23,8.0,Dylan Windler,3500,SG
2020-12-23,7.8,Andre Iguodala,3900,SG
2020-12-23,7.7,Pat Connaughton,3800,SG
2020-12-23,7.7,Tyus Jones,3500,PG
2020-12-23,7.2,Payton Pritchard,3500,PG
2020-12-23,6.9,Sviatoslav Mykhailiuk,3800,SG
2020-12-23,6.0,Trey Burke,3900,PG
2020-12-23,5.7,Miye Oni,3500,SG
2020-12-23,4.4,Jevon Carter,3700,PG
2020-12-23,4.2,Damyean Dotson,3500,SG
2020-12-23,4.0,Frank Ntilikina,3600,PG
2020-12-23,11.9,Elfrid Payton,5700,PG
2020-12-23,3.4,Monte Morris,4100,PG
2020-12-23,10.7,Immanuel Quickley,3500,PG
2020-12-23,4.2,Bryn Forbes,3500,SG
2020-12-23,21.9,Coby White,6200,PG
2020-12-23,31.5,Zion Williamson,7700,PF
2020-12-23,21.1,Cameron Payne,3600,PG
2020-12-23,20.5,Duncan Robinson,4400,SG
2020-12-23,20.4,Cole Anthony,3500,PG
2020-12-23,19.3,T.J. McConnell,3500,PG
2020-12-23,19.3,Jamal Murray,7800,PG
2020-12-23,19.2,Furkan Korkmaz,3500,SG
2020-12-23,18.9,Grayson Allen,3600,SG
2020-12-23,18.7,Marcus Smart,6400,SG
2020-12-23,18.4,Patty Mills,3800,PG
2020-12-23,18.4,Adam Mokoka,3500,SG
2020-12-23,18.4,Gary Harris,4400,SG
2020-12-23,18.3,Ishmael Smith,4000,PG
2020-12-23,18.2,Reggie Bullock,3500,SG
2020-12-23,31.6,OG Anunoby,5200,SF
2020-12-23,3.5,Raul Neto,3500,PG
2020-12-23,-1.0,Terence Davis,3500,SG
2020-12-23,17.0,Cody Martin,3700,SG
2020-12-23,15.4,Delon Wright,4200,SG
2020-12-23,14.6,Ryan Arcidiacono,3500,PG
2020-12-23,13.7,Ricky Rubio,6100,PG
2020-12-23,13.6,Michael Carter-Williams,3700,PG
2020-12-23,21.0,PJ Dozier,3600,SG
2020-12-23,17.7,Jerami Grant,5800,SF
2020-12-23,36.4,Lauri Markkanen,6000,PF
2020-12-23,0.0,Kristaps Porzingis,8000,PF
2020-12-23,0.0,Keita Bates-Diop,3500,SF
2020-12-23,0.0,Thaddeus Young,3900,PF
2020-12-23,0.0,Jonathan Isaac,3500,SF
2020-12-23,0.0,DaQuan Jeffries,3600,SF
2020-12-23,0.0,JaMychal Green,3800,PF
2020-12-23,0.0,Greg Whittington,3500,SF
2020-12-23,0.0,Kevin Love,6500,PF
2020-12-23,0.0,Zach Collins,3700,PF
2020-12-23,0.0,Paul Reed,3500,SF
2020-12-23,0.0,Omari Spellman,3500,PF
2020-12-23,71.0,Nikola Jokic,9700,C
2020-12-23,50.7,Karl-Anthony Towns,9400,C
2020-12-23,48.8,Joel Embiid,9400,C
2020-12-23,0.0,Abdel Nader,3500,SF
2020-12-23,43.1,Myles Turner,6300,C
2020-12-23,40.1,Steven Adams,5500,C
2020-12-23,0.0,Naji Marshall,3500,SF
2020-12-23,36.7,Nikola Vucevic,8500,C
2020-12-23,0.0,Jabari Parker,3800,PF
2020-12-23,0.0,Jaren Jackson,3500,PF
2020-12-23,0.0,Jarrell Brantley,3500,SF
2020-12-23,3.2,Udoka Azubuike,3500,C
2020-12-23,0.0,Jontay Porter,3500,SF
2020-12-23,0.0,Glenn Robinson III,3500,SF
2020-12-23,27.9,JaVale McGee,3800,C
2020-12-23,0.0,Luke Kornet,3600,PF
2020-12-23,0.0,Chris Silva,3500,PF
2020-12-23,0.0,Jaden McDaniels,3700,SF
2020-12-23,0.0,Udonis Haslem,3500,PF
2020-12-23,0.0,Mamadi Diakite,3500,PF
2020-12-23,0.0,Ignas Brazdeikis,3500,SF
2020-12-23,0.0,KZ Okpala,3500,SF
2020-12-23,0.0,Anthony Gill,3500,PF
2020-12-23,0.0,Xavier Tillman,3500,PF
2020-12-23,0.0,James Ennis,3800,SF
2020-12-23,0.0,Wenyen Gabriel,3500,PF
2020-12-23,0.0,Tyler Bey,3500,SF
2020-12-23,0.0,Al-Farouq Aminu,3500,PF
2020-12-23,0.0,Max Strus,3500,SF
2020-12-23,0.0,Rui Hachimura,5200,SF
2020-12-23,0.0,Kevin Porter,4000,SF
2020-12-23,0.0,Killian Tillie,3500,PF
2020-12-23,0.0,Nassir Little,3500,SF
2020-12-23,34.8,Andre Drummond,8400,C
2020-12-23,32.6,Mason Plumlee,5500,C
2020-12-23,31.1,Deandre Ayton,7600,C
2020-12-23,0.0,Dario Saric,3800,PF
2020-12-23,18.5,Dean Wade,3500,PF
2020-12-23,5.9,Willie Cauley-Stein,3900,C
2020-12-23,0.5,Jaxson Hayes,3500,C
2020-12-23,0.0,Mohamed Bamba,3500,C
2020-12-23,0.0,Cristiano Felicio,3500,C
2020-12-23,7.9,Moritz Wagner,3500,C
2020-12-23,0.0,Boban Marjanovic,3600,C
2020-12-23,0.0,Alex Len,3600,C
2020-12-23,0.0,Ed Davis,3500,C
2020-12-23,0.0,Bol Bol,3700,C
2020-12-23,0.0,Thon Maker,3600,C
2020-12-23,0.0,Anzejs Pasecniks,3500,C
2020-12-23,0.0,Meyers Leonard,3500,C
2020-12-23,0.0,Guillermo Hernangomez,3600,C
2020-12-23,0.0,Nick Richards,3500,C
2020-12-23,0.0,Tacko Fall,3500,C
2020-12-23,0.0,Onyeka Okongwu,3500,C
2020-12-23,0.0,Vincent Poirier,3500,C
2020-12-23,0.0,Will Magnay,3500,C
2020-12-23,0.0,Goga Bitadze,3500,C
2020-12-23,6.2,Damian Jones,3500,C
2020-12-23,0.0,Clint Capela,6500,C
2020-12-23,6.9,Dwight Powell,4700,C
2020-12-23,0.0,Sean McDermott,3500,SF
2020-12-23,23.6,Enes Kanter,3600,C
2020-12-23,38.6,Jonas Valanciunas,6700,C
2020-12-23,15.9,Jahlil Okafor,3600,C
2020-12-23,0.0,Drew Eubanks,3600,C
2020-12-23,23.1,Tristan Thompson,4600,C
2020-12-23,22.1,Jusuf Nurkic,7500,C
2020-12-23,22.0,Chris Boucher,4500,C
2020-12-23,20.8,Aron Baynes,4200,C
2020-12-23,20.6,Cody Zeller,4300,C
2020-12-23,20.3,Richaun Holmes,4900,C
2020-12-23,20.0,Dwight Howard,3800,C
2020-12-23,19.9,Jakob Poeltl,4600,C
2020-12-23,19.2,Mitchell Robinson,5500,C
2020-12-23,17.3,Hassan Whiteside,5600,C
2020-12-23,17.0,Thomas Bryant,5900,C
2020-12-23,16.8,Bismack Biyombo,3800,C
2020-12-23,16.6,Brook Lopez,5400,C
2020-12-23,16.1,Kelly Olynyk,3800,C
2020-12-23,15.7,Gorgui Dieng,3800,C
2020-12-23,13.2,Wendell Carter Jr.,5500,C
2020-12-23,10.8,Robert Williams,4000,C
2020-12-23,8.3,Bobby Portis,3800,C
2020-12-23,7.6,Robin Lopez,3500,C
2020-12-23,0.0,Saddiq Bey,3500,SF
2020-12-23,0.0,E'Twaun Moore,3600,SF
2020-12-23,22.9,Derrick Favors,4500,C
2020-12-23,26.1,LaMarcus Aldridge,7400,PF
2020-12-23,44.4,Rudy Gobert,7300,C
2020-12-23,1.2,Juwan Morgan,3500,PF
2020-12-23,0.0,Matisse Thybulle,3600,SF
2020-12-23,20.0,Kyle Anderson,3800,SF
2020-12-23,17.9,Bruno Fernando,3600,PF
2020-12-23,17.8,Cedi Osman,3700,SF
2020-12-23,57.3,DeMar DeRozan,7500,SG
2020-12-23,17.7,Norman Powell,4800,SF
2020-12-23,17.7,Miles Bridges,4600,SF
2020-12-23,16.8,Nemanja Bjelica,4100,PF
2020-12-23,16.6,Isaac Bonga,3700,SF
2020-12-23,15.6,Brandon Clarke,6100,PF
2020-12-23,15.3,Deni Avdija,3500,SF
2020-12-23,14.6,Kevin Knox,3600,SF
2020-12-23,14.1,De'Andre Hunter,3800,SF
2020-12-23,14.1,Maxi Kleber,5300,PF
2020-12-23,14.0,Chuma Okeke,3500,PF
2020-12-23,13.6,Isaiah Hartenstein,3500,PF
2020-12-23,13.3,Robert Covington,5800,PF
2020-12-23,12.8,Derrick Jones,3500,SF
2020-12-23,12.8,Justin Holiday,3600,SF
2020-12-23,19.3,Danilo Gallinari,5700,SF
2020-12-23,12.4,P.J. Washington,6000,PF
2020-12-23,28.3,Patrick Williams,3500,SF
2020-12-23,19.8,Jae Crowder,4800,PF
2020-12-23,27.9,Rudy Gay,5500,SF
2020-12-23,31.1,Dorian Finney-Smith,4200,SF
2020-12-23,27.9,Paul Millsap,4900,PF
2020-12-23,27.8,John Collins,7700,PF
2020-12-23,27.4,Blake Griffin,7200,PF
2020-12-23,27.4,Bogdan Bogdanovic,5300,SF
2020-12-23,27.2,Cam Reddish,3900,SF
2020-12-23,26.5,Otto Porter,4600,SF
2020-12-23,0.0,Justise Winslow,4800,SF
2020-12-23,18.1,Daniel Theis,4200,PF
2020-12-23,25.5,Cameron Johnson,4100,SF
2020-12-23,25.2,Doug McDermott,3500,PF
2020-12-23,25.0,Jarrett Culver,3800,SF
2020-12-23,24.8,Marvin Bagley,6400,PF
2020-12-23,24.8,Anthony Edwards,4800,SF
2020-12-23,24.5,Naz Reid,4000,PF
2020-12-23,22.2,Bojan Bogdanovic,4600,PF
2020-12-23,22.1,Davis Bertans,4700,PF
2020-12-23,21.8,Carmelo Anthony,4700,SF
2020-12-23,20.6,Tobias Harris,6600,SF
2020-12-23,20.1,Obi Toppin,4100,SF
2020-12-23,20.1,Isaac Okoro,4000,SF
2020-12-23,19.8,Tim Hardaway Jr.,5400,SF
2020-12-23,11.6,Precious Achiuwa,3500,SF
2020-12-23,11.4,Royce O'Neale,3700,PF
2020-12-23,17.8,Josh Okogie,3800,SF
2020-12-23,18.3,Sekou Doumbouya,3500,PF
2020-12-23,1.6,Nathan Knight,3500,PF
2020-12-23,0.0,Thanasis Antetokounmpo,3500,SF
2020-12-23,0.0,Isaiah Stewart,3500,PF
2020-12-23,0.0,Garrett Temple,4100,SF
2020-12-23,0.0,Jarred Vanderbilt,3500,SF
2020-12-23,0.0,Lamar Stevens,3500,PF
2020-12-23,0.0,Tony Bradley,3600,PF
2020-12-23,0.0,Jordan Nwora,3500,PF
2020-12-23,0.0,Luka Samanic,3500,PF
2020-12-23,0.0,Denzel Valentine,3700,SF
2020-12-23,0.0,Zeke Nnaji,3500,PF
2020-12-23,0.0,Trey Lyles,3500,PF
2020-12-23,0.0,Vernon Carey Jr.,3500,PF
2020-12-23,0.0,Kelan Martin,3500,SF
2020-12-23,0.0,JaKarr Sampson,3500,PF
2020-12-23,0.0,Vlatko Cancar,3500,SF
2020-12-23,0.0,Marques Bolden,3500,PF
2020-12-23,0.0,Caleb Martin,3500,SF
2020-12-23,0.0,Gary Clark,4000,PF
2020-12-23,0.0,Stanley Johnson,3800,SF
2020-12-23,11.4,Khem Birch,3600,PF
2020-12-23,0.0,Georges Niang,3600,PF
2020-12-23,11.3,Semi Ojeleye,3600,SF
2020-12-23,0.0,Robert Woodard II,3500,PF
2020-12-23,0.0,D.J. Augustin,3900,PG
2020-12-23,11.1,Nerlens Noel,3900,PF
2020-12-23,11.1,Jalen Smith,3500,PF
2020-12-23,10.0,Chandler Hutchison,3800,SF
2020-12-23,9.5,D.J. Wilson,3500,PF
2020-12-23,9.2,Daniel Gafford,3500,PF
2020-12-23,8.4,Harry Giles,3500,PF
2020-12-23,8.4,Mike Scott,3500,PF
2020-12-23,8.1,Troy Brown Jr.,4200,SF
2020-12-23,7.7,T.J. Warren,6400,SF
2020-12-23,7.7,Grant Williams,3600,PF
2020-12-23,7.4,Nicolo Melli,3500,PF
2020-12-23,10.0,Danny Green,4100,SF
2020-12-23,6.9,Maurice Harkless,3700,SF
2020-12-23,7.1,James Johnson,3600,PF
2020-12-23,1.2,Jake Layman,3500,SF
2020-12-23,5.2,Jalen McDaniels,3700,PF
2020-12-23,3.6,Solomon Hill,3600,SF
2020-12-23,5.9,CJ Elleby,3500,SF
2020-12-23,6.6,Rodney Hood,3500,SF
2020-12-23,6.6,Juan Hernangomez,3900,PF
2020-12-23,5.7,Elijah Hughes,3500,SF
2020-12-23,67.9,Ja Morant,7800,PG
2020-12-25,4.4,Javonte Green,3500,SG
2020-12-25,12.1,Landry Shamet,3900,SG
2020-12-25,4.0,Timothe Luwawu,3600,SG
2020-12-25,5.2,Jeff Teague,5800,PG
2020-12-25,10.7,Reggie Jackson,4200,SG
2020-12-25,8.0,Bryn Forbes,3500,SG
2020-12-25,11.2,Talen Horton-Tucker,3500,SG
2020-12-25,11.9,Damion Lee,3900,SG
2020-12-25,3.0,Tyler Johnson,3500,PG
2020-12-25,3.8,Torrey Craig,3700,SG
2020-12-25,0.5,Tremont Waters,3500,PG
2020-12-25,0.0,Chris Chiozza,3500,PG
2020-12-25,0.0,Klay Thompson,3500,SG
2020-12-25,0.0,Gabe Vincent,3500,PG
2020-12-25,0.0,Jaylen Adams,3600,PG
2020-12-25,0.0,Kira Lewis Jr.,3500,PG
2020-12-25,0.0,Sindarius Thornwell,3500,SG
2020-12-25,7.2,Gary Harris,4400,SG
2020-12-25,0.0,Nickeil Alexander-Walker,3500,SG
2020-12-25,3.5,Tyrell Terry,3500,PG
2020-12-25,0.0,Kendrick Nunn,4100,PG
2020-12-25,0.0,R.J. Hampton,3500,PG
2020-12-25,0.0,Markus Howard,3500,PG
2020-12-25,0.0,Josh Green,3500,SG
2020-12-25,0.0,Carsen Edwards,3500,PG
2020-12-25,0.0,Quinn Cook,3500,PG
2020-12-25,1.2,Bruce Brown,3700,SG
2020-12-25,2.0,Aaron Nesmith,3500,SG
2020-12-25,2.0,Wes Iwundu,3600,SG
2020-12-25,2.0,Terance Mann,3500,SG
2020-12-25,4.9,Jalen Brunson,3700,PG
2020-12-25,0.0,Vlatko Cancar,3500,SF
2020-12-25,0.0,Tacko Fall,3500,C
2020-12-25,17.0,Maxi Kleber,5300,PF
2020-12-25,16.5,Isaiah Hartenstein,3500,PF
2020-12-25,15.8,D.J. Wilson,3500,PF
2020-12-25,15.5,Marquese Chriss,4400,PF
2020-12-25,15.3,Semi Ojeleye,3600,SF
2020-12-25,14.2,James Johnson,3600,PF
2020-12-25,12.9,Eric Paschall,4900,PF
2020-12-25,1.5,Kent Bazemore,3600,SF
2020-12-25,11.5,Kelly Oubre,6400,SF
2020-12-25,10.2,Joe Harris,4300,SF
2020-12-25,9.2,Paul Millsap,4900,PF
2020-12-25,8.0,Taurean Prince,3900,SF
2020-12-25,7.2,Jordan Nwora,3500,PF
2020-12-25,6.8,Jeff Green,3500,PF
2020-12-25,6.2,Wes Matthews,3600,SF
2020-12-25,5.1,Juan Toscano-Anderson,3500,SF
2020-12-25,9.6,Mychal Mulder,3500,SF
2020-12-25,4.2,Alfonzo McKinnie,3500,SF
2020-12-25,12.2,Jordan Poole,3800,PG
2020-12-25,4.5,Thanasis Antetokounmpo,3500,SF
2020-12-25,20.2,Grant Williams,3600,PF
2020-12-25,17.9,Tyler Herro,5000,SF
2020-12-25,10.6,Patrick Patterson,3500,PF
2020-12-25,17.8,Tim Hardaway Jr.,5400,SF
2020-12-25,3.6,Jared Dudley,3500,SF
2020-12-25,2.4,Maurice Harkless,3700,SF
2020-12-25,0.0,Kemba Walker,6000,PG
2020-12-25,0.0,Nico Mannion,3500,PG
2020-12-25,22.6,Michael Porter,5400,SF
2020-12-25,0.0,Romeo Langford,3500,SG
2020-12-25,-1.0,Facundo Campazzo,3500,PG
2020-12-25,50.5,Kawhi Leonard,9500,SF
2020-12-25,50.3,Zion Williamson,7700,PF
2020-12-25,49.1,Anthony Davis,10600,PF
2020-12-25,44.4,LeBron James,11000,SF
2020-12-25,42.3,Kevin Durant,8500,PF
2020-12-25,42.1,Jaylen Brown,7500,SF
2020-12-25,35.6,Jayson Tatum,9800,PF
2020-12-25,8.4,PJ Dozier,3600,SG
2020-12-25,35.0,Nicolas Batum,3500,SF
2020-12-25,30.9,Brandon Ingram,7300,SF
2020-12-25,27.5,Will Barton,5200,SF
2020-12-25,26.2,Kyle Kuzma,4200,PF
2020-12-25,23.4,Markieff Morris,3700,PF
2020-12-25,20.4,Dorian Finney-Smith,4200,SF
2020-12-25,19.6,Precious Achiuwa,3500,SF
2020-12-25,11.7,Caris LeVert,5800,SF
2020-12-25,0.0,Nate Hinton,3500,SG
2020-12-25,34.6,Giannis Antetokounmpo,11600,PF
